Column1,column ID,ID,Age,Customer_type,Gross_income,Net_income,Valid,SEX,Type_of_industry,Marital_Status,Months_in_city,Months_in_current_job,Org_Type,Debt_ratio,Target,ENQ_1,ENQ_2,ENQ_3,ENQ_4,ENQ_5,ENQ_6,ENQ_7,ENQ_8,ACCOUNT_9,ACCOUNT_10,ACCOUNT_11,ACCOUNT_12,ACCOUNT_13,ACCOUNT_14,ACCOUNT_15,ACCOUNT_16,ACCOUNT_17,ACCOUNT_18,ACCOUNT_19,ACCOUNT_20,ACCOUNT_21,bank_balance
875,1281,1655,45,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,0,25,INDIVIDUAL,0.19,0,99,99,0,0,4,4,6,6,0,0,663,1,1,0,1,1,0,818329,818329,0,663,15568
876,1282,3807,39,SELF EMPLOYED,41750,41750,1,MALE,OTHERS,MARRIED,120,120,INDIVIDUAL,0,0,93,93,0,0,9,1,18,1,1,1,238,3,0,2,2,0,1,59829,22848,36981,663,19925
877,1283,59,43,SELF EMPLOYED,212894.08,212894.08,1,MALE,OTHERS,MARRIED,0,120,INDIVIDUAL,0.11,0,5,5,4,3,17,4,28,5,1,1,191,15,1,8,11,1,6,1547423,1189013,358410,662,37503
878,1284,2129,34,SELF EMPLOYED,726833.33,726833.33,1,MALE,TRANSPORT LOGISTICS,MARRIED,144,50,PROPRIETORSHIP,0.22,1,5,5,12,2,13,2,22,2,3,3,555,9,0,8,9,0,8,6045527,1703014,4342513,662,170096.472
879,1285,3837,43,SELF EMPLOYED,212894.08,212894.08,1,MALE,OTHERS,MARRIED,0,120,INDIVIDUAL,0.11,0,5,5,4,3,17,4,28,5,1,1,191,15,1,8,11,1,6,1547423,1189013,358410,662,37503
880,1286,1069,29,SELF EMPLOYED,42059.17,42059.17,1,MALE,OTHERS,MARRIED,300,4,PROPRIETORSHIP,0.25,0,953,953,0,0,0,0,3,2,0,0,381,3,1,0,2,1,0,1098121,1098121,0,661,11761
881,1287,2578,35,SALARIED,267270,25846,1,MALE,OTHERS,MARRIED,0,84,INDIVIDUAL,0.56,0,81,137,1,0,6,2,9,2,0,0,330,9,0,7,4,0,3,113840,65396,48444,661,170096.472
882,1288,3038,43,SALARIED,49130,44921,1,MALE,OTHERS,MARRIED,0,156,INDIVIDUAL,0.6,0,434,434,0,0,0,0,2,1,0,0,612,2,0,1,1,0,1,106639,0,106639,661,14970
883,1290,2567,47,SELF EMPLOYED,24894.17,24894.17,1,MALE,OTHERS,MARRIED,564,1,PROPRIETORSHIP,0.53,0,81,0,1,0,1,0,1,0,0,0,53,2,0,0,2,0,0,97632,97632,0,660,170096.472
884,1291,1353,30,SALARIED,48036,34638,1,MALE,OTHERS,MARRIED,84,13,INDIVIDUAL,0.54,0,26,26,2,1,4,1,15,2,0,0,280,5,0,2,2,0,2,85723,0,85723,659,11799
885,1292,2131,31,SALARIED,80000,79000,1,FEMALE,AUTOMOTIVE,MARRIED,144,96,INDIVIDUAL,0.59,0,8,1736,5,0,6,0,25,2,0,0,77,14,0,14,7,0,7,1719634,0,1719634,659,170096.472
886,1293,2817,30,SALARIED,56063,56063,1,FEMALE,AGRICULTURE,MARRIED,240,48,INDIVIDUAL,0.42,0,1,1,3,3,6,3,11,3,2,2,188,5,0,5,4,0,4,37536,0,37536,659,170096.472
887,1294,3152,40,SELF EMPLOYED,56447.67,56447.67,1,MALE,OTHERS,MARRIED,480,18,INDIVIDUAL,0.57,0,165,0,0,0,2,0,5,0,0,0,309,4,0,4,3,0,3,193540,0,193540,658,17577
888,1295,3441,45,SELF EMPLOYED,16684.5,16684.5,1,MALE,OTHERS,MARRIED,0,41,PARTNERSHIP,11.58,0,11,162,7,0,27,3,62,3,0,0,379,14,0,11,8,0,8,2554234,0,2554234,658,161258
889,1297,3694,32,SELF EMPLOYED,25000,25000,1,MALE,OTHERS,MARRIED,120,60,PROPRIETORSHIP,0.37,0,671,671,0,0,0,0,1,1,0,0,657,1,1,0,1,1,0,698090,698090,0,657,170096.472
890,1298,3772,32,SELF EMPLOYED,25000,25000,1,MALE,OTHERS,MARRIED,120,60,PROPRIETORSHIP,0.37,0,671,671,0,0,0,0,1,1,0,0,657,1,1,0,1,1,0,698090,698090,0,657,170096.472
891,1299,58,53,SALARIED,174644.17,174644.17,1,MALE,OTHERS,MARRIED,360,60,INDIVIDUAL,0.74,0,26,26,5,3,9,5,86,14,1,1,270,23,4,14,6,3,1,25882607,25733485,149122,656,170096.472
892,1300,1890,54,SELF EMPLOYED,33333.33,33333.33,1,FEMALE,OTHERS,MARRIED,0,118,INDIVIDUAL,0.2,0,5,85,3,1,3,1,12,5,0,0,454,4,2,1,2,0,1,1109027,793113,315914,656,170096.472
893,1302,3836,53,SALARIED,174644.17,174644.17,1,MALE,OTHERS,MARRIED,360,60,INDIVIDUAL,0.74,0,26,26,5,3,9,5,86,14,1,1,270,23,4,14,6,3,1,25882607,25733485,149122,656,170096.472
894,1304,3089,26,SALARIED,28880,28880,1,MALE,IT AND COMMUNICATION,SINGLE,0,0,INDIVIDUAL,0.5,0,116,0,0,0,2,0,20,0,0,0,437,6,0,5,3,0,3,255926,0,255926,655,3963
895,1305,1736,34,SELF EMPLOYED,37845,37845,1,MALE,OTHERS,MARRIED,24,60,PROPRIETORSHIP,0.29,0,8,8,1,1,4,1,21,2,0,0,149,7,1,1,3,1,1,1398231,1333551,64680,654,26180
896,1307,1882,44,SELF EMPLOYED,48916.67,48916.67,1,FEMALE,OTHERS,MARRIED,240,240,INDIVIDUAL,0.6,0,211,246,0,0,3,1,6,1,0,0,205,2,1,0,2,1,0,1115399,1115399,0,653,306422
897,1308,82,49,SELF EMPLOYED,40449.75,40449.75,1,MALE,OTHERS,MARRIED,360,72,PROPRIETORSHIP,1.01,0,44,662,4,0,4,0,5,1,0,0,652,1,1,0,1,1,0,3458689,3458689,0,652,13378
898,1309,2057,40,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,144,0,INDIVIDUAL,0.32,0,14,14,1,1,1,1,6,5,0,1,385,2,1,1,2,1,1,849499,849499,0,652,1227
899,1310,3860,49,SELF EMPLOYED,40449.75,40449.75,1,MALE,OTHERS,MARRIED,360,72,PROPRIETORSHIP,1.01,0,44,662,4,0,4,0,5,1,0,0,652,1,1,0,1,1,0,3458689,3458689,0,652,13378
900,1311,532,32,SALARIED,26000,25000,1,MALE,CONSTRUCTION,SINGLE,0,144,PRIVATE LIMITED,0.5,0,3,0,1,0,4,0,16,0,0,0,104,10,0,9,4,0,4,204498,0,204498,650,16240
901,1313,673,42,SELF EMPLOYED,44963.92,44963.92,1,MALE,PHARMACEUTICALS BULK DRUGS,MARRIED,504,68,PROPRIETORSHIP,0.6,0,1,1,2,2,4,2,41,3,1,1,54,26,0,21,3,0,3,62084,0,62084,650,7697
902,1314,2450,24,SELF EMPLOYED,50000,50000,1,MALE,OTHERS,SINGLE,288,9,PROPRIETORSHIP,0.34,0,861,0,0,0,0,0,1,0,0,0,170,8,0,8,7,0,7,318229,0,318229,650,69792
903,1315,2545,33,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,0,60,INDIVIDUAL,0.68,0,41,41,3,3,3,3,8,5,0,0,481,4,2,2,4,2,2,2519607,2350209,169398,650,23186
904,1318,334,48,SALARIED,18750,18750,1,MALE,OTHERS,MARRIED,36,0,INDIVIDUAL,0.4,0,669,669,0,0,0,0,2,2,0,0,647,1,1,0,1,1,0,514785,514785,0,647,1532
905,1319,700,39,SALARIED,5500000,71593,1,MALE,OTHERS,MARRIED,12,0,PRIVATE LIMITED,0.24,0,2,2,1,1,7,4,22,6,0,0,312,7,1,6,2,1,1,1865707,1743026,122681,647,36454
906,1320,1230,28,SALARIED,33000,27205,1,MALE,OTHERS,MARRIED,0,36,INDIVIDUAL,0.3,0,40,40,1,1,3,2,7,2,1,1,323,5,0,5,3,0,3,126591,0,126591,647,30862
907,1321,3039,42,SELF EMPLOYED,51160.5,51160.5,1,MALE,OTHERS,MARRIED,0,4,INDIVIDUAL,1.86,0,339,0,0,0,1,0,10,0,0,0,332,6,0,5,2,0,2,16763,0,16763,647,586348
908,1322,1602,27,SELF EMPLOYED,83333.33,83333.33,1,MALE,OTHERS,MARRIED,0,8,INDIVIDUAL,0.3,0,142,142,0,0,2,1,8,4,0,0,146,5,1,4,4,1,3,1475228,1166964,308264,646,170096.472
909,1323,3265,41,SALARIED,75000,75000,1,MALE,OTHERS,MARRIED,456,0,INDIVIDUAL,0.39,0,3,111,2,0,8,3,30,6,1,1,374,17,0,15,6,0,5,1105372,679507,425865,646,170096.472
910,1324,3711,33,SELF EMPLOYED,45692.5,45692.5,1,MALE,CEMENT AND CEMENT PRODUCTS,MARRIED,396,117,INDIVIDUAL,0.18,0,50,0,1,0,3,0,4,0,0,0,232,5,1,2,2,1,0,1342073,1342073,0,646,232930
911,1325,3789,33,SELF EMPLOYED,45692.5,45692.5,1,MALE,CEMENT AND CEMENT PRODUCTS,MARRIED,396,117,INDIVIDUAL,0.18,0,50,0,1,0,3,0,4,0,0,0,232,5,1,2,2,1,0,1342073,1342073,0,646,232930
912,1328,1014,35,SELF EMPLOYED,29543.75,29543.75,1,MALE,CONSUMER ELECTRONICS,MARRIED,0,240,PROPRIETORSHIP,0.57,0,9,9,1,1,3,1,9,2,0,0,190,10,2,0,4,1,0,3255118,3255118,0,644,283539
913,1330,566,37,SALARIED,26871,26871,1,MALE,GOVERNMENT,MARRIED,0,204,GOVT (ONLY FOR SALARIED),0.37,0,168,0,0,0,1,0,1,0,0,0,619,5,1,4,2,1,1,1129238,1010849,118389,642,52737
914,1331,2372,31,SELF EMPLOYED,54166.67,54166.67,1,MALE,OTHERS,MARRIED,0,2,INDIVIDUAL,0.49,1,510,611,0,0,0,0,5,3,0,0,506,4,1,2,3,1,2,676049,285706,390343,642,61787
915,1333,115,43,SELF EMPLOYED,21506.25,21506.25,1,MALE,OTHERS,MARRIED,324,82,INDIVIDUAL,0.38,0,96,96,0,0,1,1,2,1,0,0,640,1,0,0,1,0,0,11285,11285,0,640,40096
916,1335,1271,42,SALARIED,36697,36697,1,MALE,OTHERS,MARRIED,60,72,INDIVIDUAL,0.56,0,5,53,3,1,4,2,10,2,0,0,187,12,0,6,4,0,4,156399,0,156399,640,8141
917,1337,3296,40,SALARIED,70315,70315,1,MALE,OTHERS,MARRIED,264,60,INDIVIDUAL,0.54,0,32,32,2,1,4,1,8,1,0,0,84,9,0,8,4,0,4,907735,0,907735,640,27803
918,1338,3893,43,SELF EMPLOYED,21506.25,21506.25,1,MALE,OTHERS,MARRIED,324,82,INDIVIDUAL,0.38,0,96,96,0,0,1,1,2,1,0,0,640,1,0,0,1,0,0,11285,11285,0,640,40096
919,1339,64,34,SELF EMPLOYED,28188.33,28188.33,1,MALE,OTHERS,MARRIED,360,120,INDIVIDUAL,0.57,0,2,2,3,3,10,4,38,7,1,1,232,14,2,9,6,2,4,3149759,1871179,1278580,639,436
920,1341,3436,41,SELF EMPLOYED,66491,66491,1,MALE,OTHERS,MARRIED,0,165,INDIVIDUAL,0.69,0,10,10,1,1,2,1,26,1,0,0,84,16,1,14,4,0,4,48391,0,48391,639,48622
921,1342,3842,34,SELF EMPLOYED,28188.33,28188.33,1,MALE,OTHERS,MARRIED,360,120,INDIVIDUAL,0.57,0,2,2,3,3,10,4,38,7,1,1,232,14,2,9,6,2,4,3149759,1871179,1278580,639,436
922,1343,735,37,SELF EMPLOYED,146538.58,146538.58,1,MALE,OTHERS,MARRIED,432,87,INDIVIDUAL,0.2,0,36,0,2,0,4,0,6,0,0,0,638,1,0,0,1,0,0,79441,79441,0,638,27472
923,1344,783,28,SALARIED,14000,14000,1,MALE,OTHERS,MARRIED,240,17,INDIVIDUAL,0.61,0,35,35,2,2,3,3,6,6,5,5,638,2,1,0,1,1,0,714928,714928,0,638,10331
924,1345,2412,29,SELF EMPLOYED,55000,55000,1,MALE,OTHERS,MARRIED,348,5,INDIVIDUAL,0.29,0,645,0,0,0,0,0,1,0,0,0,638,1,0,0,1,0,0,7465,7465,0,638,24821
925,1346,2653,41,SALARIED,15500,15500,1,MALE,OTHERS,MARRIED,216,0,INDIVIDUAL,0.47,0,39,39,1,1,1,1,1,1,0,0,638,1,1,0,1,1,0,389824,389824,0,638,6334
926,1347,2384,33,SELF EMPLOYED,50000,50000,1,MALE,OTHERS,MARRIED,396,57,INDIVIDUAL,0.32,0,10,10,1,1,2,1,5,3,0,0,430,2,1,1,2,1,1,1748597,1748597,0,637,272614
927,1349,2693,41,SELF EMPLOYED,27667.17,27667.17,1,MALE,CONSTRUCTION,MARRIED,360,72,INDIVIDUAL,0.32,1,204,0,0,0,3,0,10,0,0,0,202,7,0,5,4,0,2,109851,109851,0,636,-140426
928,1353,2902,37,SALARIED,28282,25248,1,MALE,BANKING AND FINANCE,MARRIED,0,0,GOVT (ONLY FOR SALARIED),0.45,0,5,0,8,0,16,0,31,0,0,0,88,32,2,29,11,2,9,3189227,2689637,499590,634,74800
929,1354,43,39,SELF EMPLOYED,30612.83,30612.83,1,MALE,OTHERS,MARRIED,0,204,INDIVIDUAL,0.57,0,87,87,1,1,5,5,7,5,1,1,633,4,0,3,1,0,0,0,0,0,633,11517
930,1355,2900,26,SELF EMPLOYED,60166.67,60166.67,1,MALE,OTHERS,MARRIED,36,180,PROPRIETORSHIP,0.5,0,16,0,2,0,4,0,8,0,0,0,353,5,0,4,3,0,2,37552,33175,4377,633,95831
931,1356,3664,37,SELF EMPLOYED,42200,42200,1,FEMALE,LIGHT ENGINEERING,MARRIED,0,288,INDIVIDUAL,0.35,0,26,26,1,1,2,2,3,2,0,0,246,9,0,8,3,0,3,311596,0,311596,633,55398
932,1357,3742,37,SELF EMPLOYED,42200,42200,1,FEMALE,LIGHT ENGINEERING,MARRIED,0,288,INDIVIDUAL,0.35,0,26,26,1,1,2,2,3,2,0,0,246,9,0,8,3,0,3,311596,0,311596,633,55398
933,1358,3821,39,SELF EMPLOYED,30612.83,30612.83,1,MALE,OTHERS,MARRIED,0,204,INDIVIDUAL,0.57,0,87,87,1,1,5,5,7,5,1,1,633,4,0,3,1,0,0,0,0,0,633,11517
934,1359,3614,47,SELF EMPLOYED,17000,17000,1,MALE,OTHERS,MARRIED,144,0,PROPRIETORSHIP,0.47,0,87,87,1,1,5,1,21,3,0,0,492,7,1,5,2,1,0,665797,665797,0,632,7825
935,1361,3547,39,SALARIED,40000,40000,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.45,0,14,14,5,2,10,2,20,2,0,1,65,11,0,11,3,0,3,219918,0,219918,631,48254
936,1362,1624,48,SELF EMPLOYED,682830,682830,1,MALE,OTHERS,MARRIED,300,198,INDIVIDUAL,0.03,0,250,0,0,0,2,0,29,0,3,3,351,7,0,0,4,0,0,3854512,3854512,0,630,682830
937,1364,2539,42,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,492,36,INDIVIDUAL,0.23,0,11,11,3,1,4,1,11,1,0,5,213,11,0,8,4,0,3,28454,17556,10898,630,170096.472
938,1365,2543,29,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,120,120,INDIVIDUAL,0.52,0,55,0,2,0,2,0,3,0,0,0,630,1,0,0,1,0,0,10893,10893,0,630,13747
939,1366,2442,24,SALARIED,15000,15000,1,MALE,OTHERS,MARRIED,24,48,PROPRIETORSHIP,0.27,0,3,3,1,1,2,2,5,3,0,0,555,2,1,1,2,1,1,388016,388016,0,629,8038
940,1369,448,53,SELF EMPLOYED,23845.75,23845.75,1,MALE,OTHERS,MARRIED,300,120,INDIVIDUAL,0.42,0,629,0,0,0,0,0,1,0,0,0,627,1,0,1,1,0,1,0,0,0,627,11404
941,1370,1859,29,SALARIED,28585,28585,1,MALE,OTHERS,SINGLE,348,12,INDIVIDUAL,0.23,0,677,677,0,0,0,0,1,1,0,0,627,1,1,0,1,1,0,735667,735667,0,627,33678
942,1371,1245,36,SELF EMPLOYED,1375,1375,1,MALE,OTHERS,MARRIED,120,40,PROPRIETORSHIP,23.31,0,46,71,2,1,15,7,29,17,0,0,273,11,3,0,2,2,0,33235891,33235891,0,626,141855
943,1374,1694,48,SELF EMPLOYED,166666.67,166666.67,1,MALE,OTHERS,MARRIED,577,138,INDIVIDUAL,0.13,0,238,238,0,0,1,1,2,1,0,0,236,2,1,1,2,1,1,490684,490684,0,625,260490
944,1375,830,37,SELF EMPLOYED,41666.67,41666.67,1,FEMALE,OTHERS,MARRIED,144,55,INDIVIDUAL,0.22,1,276,276,0,0,1,1,2,2,0,0,624,1,1,0,1,1,0,638636,638636,0,624,3721
945,1376,897,47,SALARIED,22000,20000,1,MALE,OTHERS,MARRIED,120,60,INDIVIDUAL,0.4,0,0,8,7,3,12,3,29,3,0,1,73,15,0,8,6,0,4,589357,21500,567857,624,169
946,1379,1168,35,SELF EMPLOYED,214763.67,214763.67,1,FEMALE,OTHERS,MARRIED,0,93,PROPRIETORSHIP,0.14,0,32,183,2,0,19,1,72,1,0,0,173,32,0,21,7,0,5,6214846,789706,5425140,623,807399
947,1380,1254,28,SALARIED,43848,43848,1,MALE,OTHERS,MARRIED,60,36,INDIVIDUAL,0,0,0,0,8,2,16,2,35,3,0,0,234,8,1,7,6,1,5,2278708,1988568,290140,623,42514
948,1381,2810,34,SELF EMPLOYED,833333.33,833333.33,1,MALE,FOOD PRODUCTS,MARRIED,60,51,INDIVIDUAL,0.03,0,640,0,0,0,0,0,1,0,0,0,623,1,0,0,1,0,0,4671,4671,0,623,170096.472
949,1382,3647,32,SELF EMPLOYED,230010,230010,1,MALE,OTHERS,SINGLE,312,16,INDIVIDUAL,0.12,0,282,562,0,0,1,0,9,2,0,3,433,3,0,2,2,0,2,67488,0,67488,623,153750
950,1383,3725,32,SELF EMPLOYED,230010,230010,1,MALE,OTHERS,SINGLE,312,16,INDIVIDUAL,0.12,0,282,562,0,0,1,0,9,2,0,3,433,3,0,2,2,0,2,67488,0,67488,623,153750
951,1384,3621,32,SELF EMPLOYED,27500,27500,1,MALE,OTHERS,MARRIED,384,46,INDIVIDUAL,0.28,0,28,785,2,0,2,0,5,1,0,0,310,4,2,1,3,2,1,1518226,1468226,50000,622,17854
952,1386,620,40,SELF EMPLOYED,30580,30580,1,MALE,OTHERS,MARRIED,480,300,PROPRIETORSHIP,0.52,0,11,11,1,1,1,1,2,1,0,0,621,1,0,1,1,0,1,581787,0,581787,621,13971
953,1388,3433,38,SELF EMPLOYED,40675,40675,1,MALE,OTHERS,MARRIED,0,6,INDIVIDUAL,1.33,0,53,53,1,1,4,4,6,5,0,0,621,1,1,0,1,1,0,4013017,4013017,0,621,78491
954,1390,738,32,SELF EMPLOYED,24698.67,24698.67,1,FEMALE,TEXTILE READY MADE GARMENTS,MARRIED,384,15,INDIVIDUAL,0.65,0,354,354,0,0,1,1,4,4,0,0,620,1,1,0,1,1,0,684820,684820,0,620,170096.472
955,1392,3310,38,SELF EMPLOYED,43416.67,43416.67,1,MALE,OTHERS,MARRIED,168,2,INDIVIDUAL,0.6,0,14,56,2,1,6,1,12,1,0,0,249,6,0,4,5,0,4,803729,273504,530225,620,11752
956,1393,3646,33,SELF EMPLOYED,9845.17,9845.17,1,MALE,OTHERS,MARRIED,360,37,INDIVIDUAL,2.9,0,665,0,0,0,0,0,3,0,6,6,362,42,0,31,4,0,3,1069772,375723,694049,620,118531
957,1394,3724,33,SELF EMPLOYED,9845.17,9845.17,1,MALE,OTHERS,MARRIED,360,37,INDIVIDUAL,2.9,0,665,0,0,0,0,0,3,0,6,6,362,42,0,31,4,0,3,1069772,375723,694049,620,118531
958,1396,2508,51,SALARIED,25000,23588,1,MALE,OTHERS,MARRIED,180,240,INDIVIDUAL,0.59,0,42,0,1,0,2,0,5,0,5,5,137,3,0,2,2,0,1,8758,4657,4101,618,29843
959,1397,2746,55,SELF EMPLOYED,30375,30375,1,MALE,TEXTILES,MARRIED,480,120,INDIVIDUAL,0.94,0,7,7,5,4,9,5,23,13,0,1,258,11,2,5,5,2,3,3573477,2361415,1212062,617,313302
960,1398,3500,50,SELF EMPLOYED,127690.42,127690.42,1,MALE,OTHERS,MARRIED,0,62,INDIVIDUAL,0.3,0,72,72,2,2,23,8,54,9,0,1,136,71,0,0,49,0,0,52801069,52801069,0,616,140634
961,1399,2431,34,SELF EMPLOYED,63712.83,63712.83,1,FEMALE,OTHERS,MARRIED,180,32,PROPRIETORSHIP,0.19,1,1,1,3,3,3,3,6,6,0,0,615,1,1,0,1,1,0,984866,984866,0,615,11270
962,1400,213,47,SELF EMPLOYED,39829.17,39829.17,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.24,0,7,7,2,1,5,1,17,4,0,0,145,11,6,4,7,3,3,4271657,3191876,1079781,614,39830
963,1401,1296,36,SALARIED,35000,35000,1,MALE,OTHERS,MARRIED,120,13,INDIVIDUAL,0.32,0,89,89,2,2,2,2,8,5,0,0,532,4,1,1,1,1,0,955462,955462,0,614,40203
964,1402,2639,31,SALARIED,34783,34783,1,MALE,GOVERNMENT,MARRIED,0,101,INDIVIDUAL,0.09,0,72,1433,1,0,4,0,9,1,0,0,83,5,1,4,4,1,3,418381,341973,76408,614,170096.472
965,1403,2691,35,SALARIED,37991,37991,1,MALE,ENGINEERING,MARRIED,420,120,INDIVIDUAL,0.15,0,4,33,3,1,5,1,8,3,0,0,87,6,2,4,4,1,3,1478336,1187667,290669,614,15855
966,1404,2901,31,SELF EMPLOYED,54374.08,54374.08,1,MALE,TRANSPORT LOGISTICS,MARRIED,120,44,PROPRIETORSHIP,0.6,0,1,51,9,2,13,2,27,2,0,0,112,16,0,3,3,0,1,36408,0,36408,614,19724
967,1405,3608,62,SELF EMPLOYED,70000,70000,1,MALE,OTHERS,MARRIED,12,65,INDIVIDUAL,0.19,0,177,635,0,0,8,0,10,2,0,0,614,1,1,0,1,1,0,797684,797684,0,614,13133
968,1408,2618,45,SALARIED,48883,48883,1,MALE,ELECTRICAL MACHINERY,MARRIED,24,240,GOVT (ONLY FOR SALARIED),0.45,0,14,14,5,1,8,3,15,6,0,0,276,6,3,2,3,1,2,2144397,2046928,97469,613,15199
969,1409,3086,46,SELF EMPLOYED,100000,100000,1,MALE,OTHERS,MARRIED,288,83,INDIVIDUAL,5.09,0,139,139,0,0,5,1,20,4,1,1,123,6,1,2,5,1,2,9899283,9774995,124288,613,32729930
970,1411,3327,35,SELF EMPLOYED,1092944.58,1092944.58,1,MALE,OTHERS,MARRIED,0,62,INDIVIDUAL,0.05,0,61,69,2,1,5,3,48,7,0,0,228,25,0,17,6,0,4,280761,151000,129761,612,83202
971,1412,1436,43,SALARIED,19255,19255,1,MALE,OTHERS,MARRIED,180,0,INDIVIDUAL,0.36,0,92,92,0,0,2,2,3,3,0,0,611,1,1,0,1,1,0,618535,618535,0,611,170096.472
972,1413,813,43,SELF EMPLOYED,29166.67,29166.67,1,MALE,OTHERS,MARRIED,360,3,INDIVIDUAL,0.37,0,628,628,0,0,0,0,2,2,0,0,610,1,1,0,1,1,0,416632,416632,0,610,170096.472
973,1416,424,44,NON EARNING,16000,16000,1,FEMALE,OTHERS,MARRIED,180,60,INDIVIDUAL,0.22,0,11,11,1,1,1,1,1,1,0,0,608,1,0,1,1,0,1,30131,0,30131,608,18195
974,1417,1261,40,SELF EMPLOYED,1252833.33,1252833.33,1,MALE,OTHERS,MARRIED,240,106,INDIVIDUAL,0.03,1,8,8,4,3,9,7,15,7,0,0,608,1,0,1,1,0,1,577040,0,577040,608,2743
975,1418,2350,28,SELF EMPLOYED,79942.83,79942.83,1,MALE,OTHERS,SINGLE,0,25,INDIVIDUAL,0.37,0,1,1,1,1,3,2,8,5,0,0,607,1,1,0,1,1,0,3239393,3239393,0,607,42049
976,1419,3378,41,SALARIED,51276,8358.92,1,FEMALE,OTHERS,MARRIED,0,240,INDIVIDUAL,3.01,0,173,173,0,0,1,1,20,9,0,0,138,48,3,5,3,1,0,3183183,3183183,0,607,92323
977,1420,598,29,SELF EMPLOYED,789166.67,789166.67,1,MALE,OTHERS,SINGLE,120,60,INDIVIDUAL,0.34,0,7,7,8,3,11,3,13,3,0,1,67,5,0,4,5,0,4,2015398,1406624,608774,606,138487
978,1421,2151,43,SELF EMPLOYED,21850.17,21850.17,1,MALE,OTHERS,MARRIED,36,31,PROPRIETORSHIP,0.32,0,7,7,3,1,9,1,34,6,0,0,243,3,0,2,2,0,1,40664,2557,38107,605,170096.472
979,1423,3020,47,SELF EMPLOYED,699501,699501,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.28,0,61,61,2,2,2,2,13,11,0,0,605,2,2,0,1,1,0,2661630,2661630,0,605,187376
980,1424,342,32,SALARIED,45000,45000,1,MALE,OTHERS,MARRIED,384,36,INDIVIDUAL,0.37,0,157,911,0,0,1,0,7,2,0,0,598,3,0,2,2,0,2,61140,0,61140,603,13469
981,1425,1045,42,SALARIED,30000,30000,1,FEMALE,OTHERS,MARRIED,0,96,PRIVATE LIMITED,0,0,603,603,0,0,0,0,1,1,0,0,603,2,2,0,1,1,0,980079,980079,0,603,14580
982,1426,2217,34,SELF EMPLOYED,76668.54,76668.54,1,MALE,OTHERS,MARRIED,0,36,INDIVIDUAL,0.46,0,7,7,1,1,3,1,9,2,0,0,218,5,0,1,3,0,1,472189,457191,14998,603,170096.472
983,1427,2822,35,SALARIED,28000,27785,1,MALE,HEALTHCARE AND HEALTHCARE PROVIDERS,MARRIED,120,36,INDIVIDUAL,0.53,0,213,0,0,0,4,0,15,0,0,0,204,7,0,5,5,0,4,112722,1845,110877,603,26206
984,1428,1537,44,SELF EMPLOYED,44931.75,44931.75,1,MALE,OTHERS,MARRIED,60,44,PROPRIETORSHIP,0.45,0,486,0,0,0,0,0,8,0,3,3,263,18,0,12,2,0,1,655122,427385,227737,602,3737
985,1429,2152,32,SELF EMPLOYED,56760,56760,1,MALE,COMMUNICATION,MARRIED,240,68,INDIVIDUAL,0.47,0,54,54,1,1,2,2,4,2,1,1,428,5,0,0,3,0,0,402685,402685,0,601,170096.472
986,1430,2288,36,SALARIED,17200,17200,1,FEMALE,OTHERS,MARRIED,156,144,INDIVIDUAL,0.45,0,621,621,0,0,0,0,1,1,0,0,601,2,1,1,2,1,1,946930,469326,477604,601,18136
987,1432,1238,29,SELF EMPLOYED,54152.92,54152.92,1,FEMALE,OTHERS,MARRIED,120,43,PROPRIETORSHIP,1.26,0,34,34,2,2,6,5,36,10,2,2,323,10,3,3,6,2,2,8519501,8483712,35789,600,375214
988,1434,2502,57,SELF EMPLOYED,33649.08,33649.08,1,MALE,OTHERS,MARRIED,480,108,INDIVIDUAL,1.17,0,19,19,3,2,10,5,22,6,1,1,213,11,1,1,5,1,1,11081295,9718689,1362606,600,85744
989,1435,189,29,SELF EMPLOYED,22478.58,22478.58,1,MALE,OTHERS,MARRIED,0,60,PROPRIETORSHIP,0.41,0,125,0,0,0,1,0,2,0,0,0,121,2,0,1,2,0,1,28246,0,28246,599,12191
990,1437,2944,22,SELF EMPLOYED,132514.83,132514.83,1,MALE,OTHERS,SINGLE,0,55,PROPRIETORSHIP,0.37,1,446,0,0,0,0,0,5,0,2,2,599,1,0,0,1,0,0,297652,297652,0,599,34543
991,1438,1656,54,SALARIED,60565,60565,1,MALE,OTHERS,MARRIED,600,372,INDIVIDUAL,0.6,0,9,9,1,1,3,2,8,3,0,0,208,5,1,4,2,0,2,987066,0,987066,597,642174
992,1439,3238,48,SELF EMPLOYED,35484.17,35484.17,1,MALE,OTHERS,MARRIED,240,11,INDIVIDUAL,0.74,0,211,211,0,0,1,1,2,1,0,0,597,1,0,0,1,0,0,425923,425923,0,597,84550
